booking_id,passenger_id,flight_id,booking_date,booking_status,seat_class
817792,507453,708216,2025-09-06,Confirmed,Economy
817793,502731,701853,2024-12-22,Confirmed,Business
817794,508324,709581,2024-10-14,Completed,Premium Economy
817795,502549,701259,2025-03-20,Completed,Business
817796,508700,706857,2024-12-10,Completed,Business
817797,504838,709563,2024-12-11,Cancelled,Economy
817798,503971,702582,2025-11-18,Completed,Business
817799,504805,701962,2025-11-07,Completed,Economy
817800,508453,702413,2025-05-29,Completed,Economy
817801,503550,709763,2025-02-14,Confirmed,Business
817802,508171,703616,2025-03-16,Completed,Business
817803,505926,704369,2025-06-26,Confirmed,Economy
817804,500005,706013,2025-02-16,Confirmed,Business
817805,509393,700074,2025-05-10,Completed,Business
817806,502692,706648,2025-09-11,Completed,Economy
817807,508121,700618,2025-06-14,Completed,Business
817808,509181,702325,2025-08-25,Completed,Premium Economy
817809,506065,708042,2025-07-19,Confirmed,Economy
817810,500195,708766,2025-07-18,Confirmed,Business
817811,506722,704331,2025-12-22,Completed,Economy
817812,500749,703297,2025-09-13,Confirmed,Economy
817813,503701,706024,2025-01-14,Completed,Economy
817814,502861,707584,2025-01-03,Cancelled,Business
817815,502934,708721,2025-05-27,Confirmed,Economy
817816,500275,701751,2025-07-04,Cancelled,Premium Economy
817817,501219,702831,2025-01-04,Cancelled,Economy
817818,506711,709028,2025-02-13,Confirmed,Premium Economy
817819,500034,701780,2024-11-24,Completed,Premium Economy
817820,502561,704731,2025-06-04,Completed,Premium Economy
817821,501283,700490,2025-07-28,Confirmed,Premium Economy
817822,506680,702079,2025-06-12,Completed,Premium Economy
817823,509710,700313,2025-05-12,Completed,Economy
817824,508554,705189,2025-11-22,Confirmed,Premium Economy
817825,508784,706233,2025-02-13,Confirmed,Business
817826,500866,704045,2025-07-12,Confirmed,Business
817827,506913,703390,2025-12-18,Confirmed,Business
817828,500984,708885,2025-05-23,Confirmed,Business
817829,501592,706421,2025-04-04,Completed,Premium Economy
817830,503712,704156,2025-06-17,Completed,Premium Economy
817831,504154,708664,2025-04-26,Confirmed,Economy
817832,502423,708842,2025-06-26,Confirmed,Premium Economy
817833,508655,700248,2024-11-05,Completed,Premium Economy
817834,506276,702238,2025-09-22,Cancelled,Economy
817835,505814,703679,2025-06-03,Confirmed,Business
817836,507451,705000,2025-04-13,Completed,Premium Economy
817837,501610,706992,2025-03-21,Cancelled,Economy
817838,502986,706663,2025-04-13,Cancelled,Economy
817839,508688,705605,2025-11-13,Cancelled,Premium Economy
817840,508683,703707,2024-11-15,Cancelled,Business
817841,500176,706741,2025-05-29,Cancelled,Business
817842,509608,704302,2025-03-09,Confirmed,Economy
817843,503317,703627,2025-01-16,Confirmed,Economy
817844,508697,709027,2025-01-05,Completed,Business
817845,501287,704785,2024-10-30,Completed,Business
817846,509066,708611,2024-12-27,Confirmed,Business
817847,502781,700402,2024-10-23,Confirmed,Economy
817848,505741,700653,2025-06-16,Confirmed,Economy
817849,507593,708541,2025-01-13,Cancelled,Economy
817850,507706,704967,2025-08-20,Completed,Business
817851,506721,700981,2025-02-23,Completed,Premium Economy
817852,506271,705098,2025-06-05,Confirmed,Premium Economy
817853,500629,705305,2025-03-24,Completed,Premium Economy
817854,503146,704236,2025-08-04,Cancelled,Economy
817855,501289,701185,2024-10-23,Completed,Economy
817856,504048,704519,2025-06-28,Completed,Business
817857,509916,700306,2025-10-09,Cancelled,Business
817858,505175,701307,2025-09-23,Confirmed,Economy
817859,506848,708519,2025-07-27,Confirmed,Business
817860,500546,705436,2025-04-02,Confirmed,Business
817861,508718,707262,2025-11-26,Completed,Premium Economy
817862,507584,709114,2024-11-10,Cancelled,Premium Economy
817863,501266,704190,2025-03-10,Cancelled,Business
817864,502532,707549,2025-03-18,Cancelled,Economy
817865,506358,706431,2024-10-09,Cancelled,Premium Economy
817866,502781,704929,2025-11-09,Completed,Economy
817867,506957,705506,2024-12-10,Completed,Business
817868,507982,700826,2025-02-03,Confirmed,Business
817869,502379,706594,2025-10-18,Cancelled,Premium Economy
817870,504899,705021,2025-11-05,Completed,Business
817871,506512,700118,2024-10-08,Confirmed,Business
817872,508229,707835,2024-11-03,Confirmed,Premium Economy
817873,504807,700981,2025-10-25,Confirmed,Premium Economy
817874,506278,701008,2025-10-05,Confirmed,Premium Economy
817875,502691,707563,2024-12-26,Cancelled,Economy
817876,503986,709188,2025-09-16,Completed,Premium Economy
817877,505819,704428,2025-01-28,Completed,Premium Economy
817878,501496,709746,2025-08-17,Confirmed,Economy
817879,506367,701620,2025-09-28,Completed,Business
817880,504447,705957,2025-03-14,Completed,Premium Economy
817881,508593,700531,2025-06-19,Completed,Business
817882,504892,705255,2024-12-31,Completed,Economy
817883,506185,706214,2025-12-10,Completed,Business
817884,501717,700078,2025-02-05,Completed,Economy
817885,507873,700688,2024-11-25,Confirmed,Business
817886,509945,707125,2025-01-17,Completed,Economy
817887,506692,703024,2025-03-12,Completed,Premium Economy
817888,504130,700780,2025-04-23,Completed,Economy
817889,508571,702982,2025-07-27,Completed,Economy
817890,500795,706948,2025-04-27,Cancelled,Economy
817891,501866,709531,2025-01-25,Completed,Premium Economy
817892,509902,704553,2024-12-28,Cancelled,Premium Economy
817893,504750,708855,2024-10-09,Confirmed,Economy
817894,504197,703347,2025-01-20,Completed,Business
817895,509011,700364,2025-10-22,Completed,Economy
817896,505831,700237,2025-10-08,Cancelled,Economy
817897,505989,700866,2025-09-16,Completed,Premium Economy
817898,502717,705925,2025-11-21,Confirmed,Business
817899,508021,700705,2025-03-11,Cancelled,Economy
817900,506899,709529,2025-05-14,Completed,Business
817901,503106,700960,2025-12-22,Cancelled,Premium Economy
817902,505167,704839,2025-08-25,Confirmed,Premium Economy
817903,509912,706953,2024-11-15,Cancelled,Business
817904,501729,708609,2024-11-11,Completed,Business
817905,504770,706488,2025-07-09,Confirmed,Business
817906,502929,701551,2024-10-26,Cancelled,Economy
817907,500899,705436,2024-11-24,Completed,Business
817908,501699,700030,2025-09-03,Cancelled,Premium Economy
817909,509904,708948,2025-07-19,Confirmed,Premium Economy
817910,509972,705690,2025-08-20,Completed,Premium Economy
817911,505155,707385,2025-02-20,Confirmed,Premium Economy
817912,506663,705503,2025-08-03,Confirmed,Economy
817913,506810,706238,2025-08-31,Confirmed,Economy
817914,507089,708922,2025-03-30,Cancelled,Economy
817915,500367,703445,2025-05-10,Cancelled,Premium Economy
817916,500281,705281,2024-10-01,Completed,Economy
817917,505460,708394,2025-07-10,Confirmed,Premium Economy
817918,506685,708107,2025-06-13,Cancelled,Economy
817919,509999,708273,2024-11-07,Confirmed,Business
817920,506284,709979,2024-12-13,Completed,Premium Economy
817921,501696,707957,2024-11-03,Cancelled,Premium Economy
817922,509237,706096,2025-02-06,Cancelled,Economy
817923,509051,704529,2025-08-16,Cancelled,Business
817924,500428,701186,2024-10-02,Confirmed,Premium Economy
817925,509833,703716,2024-10-18,Confirmed,Premium Economy
817926,502929,701801,2025-01-06,Completed,Business
817927,502099,700474,2024-10-18,Confirmed,Economy
817928,501159,706711,2025-10-04,Confirmed,Business
817929,505751,701232,2024-11-23,Cancelled,Premium Economy
817930,505525,708074,2025-03-11,Confirmed,Economy
817931,507611,705784,2025-12-04,Cancelled,Economy
817932,505042,703339,2025-04-01,Confirmed,Economy
817933,506608,706985,2025-07-19,Cancelled,Business
817934,505006,707523,2024-11-14,Cancelled,Premium Economy
817935,501939,709603,2024-10-15,Cancelled,Business
817936,508598,708014,2025-07-13,Confirmed,Business
817937,501780,705062,2024-10-30,Completed,Business
817938,509658,707257,2025-08-20,Cancelled,Premium Economy
817939,509725,705745,2025-03-01,Cancelled,Business
817940,502496,704950,2025-04-09,Confirmed,Premium Economy
817941,500475,708554,2025-06-26,Completed,Economy
817942,500765,700030,2025-03-02,Completed,Business
817943,506031,706552,2024-10-24,Completed,Economy
817944,504684,706877,2024-11-10,Completed,Premium Economy
817945,505698,705871,2025-03-30,Confirmed,Premium Economy
817946,503669,709549,2025-01-12,Completed,Economy
817947,501462,702390,2025-06-30,Confirmed,Premium Economy
817948,502066,703673,2024-11-28,Confirmed,Economy
817949,500497,708493,2025-06-17,Completed,Premium Economy
817950,501040,704152,2025-09-02,Confirmed,Economy
817951,504927,707921,2025-10-28,Completed,Economy
817952,509967,701763,2025-02-27,Cancelled,Business
817953,508918,702262,2025-08-31,Cancelled,Economy
817954,503288,701167,2025-04-17,Cancelled,Premium Economy
817955,500366,705347,2025-06-19,Confirmed,Premium Economy
817956,508556,702050,2025-05-24,Confirmed,Business
817957,501132,704346,2025-05-17,Confirmed,Economy
817958,500020,704217,2025-08-24,Completed,Business
817959,502896,709872,2025-12-20,Confirmed,Economy
817960,507653,704738,2025-09-11,Cancelled,Premium Economy
817961,506638,703117,2025-07-24,Confirmed,Business
817962,502747,703762,2025-07-11,Cancelled,Premium Economy
817963,505792,703616,2025-05-23,Cancelled,Economy
817964,502749,703837,2025-08-24,Cancelled,Economy
817965,502016,705929,2025-05-21,Confirmed,Economy
817966,501013,705499,2024-12-24,Confirmed,Premium Economy
817967,509701,708713,2025-07-02,Cancelled,Premium Economy
817968,500747,703172,2025-05-10,Cancelled,Business
817969,503104,704909,2025-10-11,Completed,Business
817970,504772,709639,2024-11-05,Confirmed,Business
817971,501036,703197,2025-09-03,Completed,Business
817972,505512,709309,2025-01-04,Completed,Premium Economy
817973,500464,704387,2025-12-20,Confirmed,Business
817974,501281,705326,2025-07-15,Completed,Economy
817975,502831,703883,2025-10-01,Cancelled,Economy
817976,506594,706665,2025-03-26,Confirmed,Business
817977,506481,708134,2025-07-23,Cancelled,Premium Economy
817978,502477,708277,2025-10-13,Completed,Premium Economy
817979,500859,707971,2025-04-12,Confirmed,Economy
817980,505363,702059,2024-12-12,Confirmed,Business
817981,501623,708917,2025-06-21,Confirmed,Economy
817982,504964,709808,2025-05-06,Cancelled,Business
817983,500890,709363,2025-10-13,Cancelled,Premium Economy
817984,502591,706088,2025-02-01,Completed,Business
817985,503135,709816,2025-05-19,Cancelled,Economy
817986,509583,704342,2025-02-27,Cancelled,Premium Economy
817987,508495,702122,2024-11-30,Completed,Business
817988,501899,705147,2025-06-08,Cancelled,Premium Economy
817989,500572,707928,2025-09-21,Completed,Economy
817990,502568,701937,2025-12-13,Completed,Economy
817991,506737,702823,2025-03-30,Completed,Business
817992,504716,706019,2025-01-19,Cancelled,Economy
817993,504464,705384,2025-03-01,Cancelled,Business
817994,501837,706297,2024-10-04,Completed,Premium Economy
817995,506625,708896,2025-12-04,Cancelled,Economy
817996,509010,708649,2025-02-25,Completed,Business
817997,501507,704612,2025-09-13,Cancelled,Economy
817998,501081,702640,2025-06-04,Cancelled,Premium Economy
817999,502894,700808,2025-12-19,Confirmed,Economy
818000,504484,701700,2025-11-04,Confirmed,Business
818001,508777,706190,2025-01-08,Cancelled,Premium Economy
818002,502612,705046,2025-04-27,Confirmed,Economy
818003,504558,701881,2025-09-18,Completed,Business
818004,502901,703746,2024-10-17,Cancelled,Economy
818005,501552,709887,2025-10-01,Confirmed,Business
818006,508738,702697,2025-03-29,Completed,Business
818007,508987,704138,2025-05-08,Completed,Business
818008,501569,705355,2025-04-18,Completed,Premium Economy
818009,507228,700944,2025-07-18,Cancelled,Premium Economy
818010,503621,707696,2025-11-03,Completed,Economy
818011,502933,703021,2025-04-18,Cancelled,Business
818012,503138,705650,2025-08-14,Completed,Economy
818013,502973,705572,2025-10-01,Cancelled,Premium Economy
818014,501181,705724,2024-10-10,Completed,Business
818015,501361,701245,2024-10-25,Cancelled,Economy
818016,501612,706623,2025-01-20,Cancelled,Premium Economy
818017,507867,704348,2025-04-07,Confirmed,Premium Economy
818018,509789,708937,2025-05-25,Cancelled,Business
818019,505374,708498,2025-04-26,Completed,Economy
818020,509975,701286,2025-08-07,Cancelled,Premium Economy
818021,505391,708131,2025-10-01,Cancelled,Premium Economy
818022,505335,704242,2025-11-27,Cancelled,Economy
818023,509959,703406,2025-02-16,Completed,Economy
818024,509422,709291,2025-01-02,Completed,Economy
818025,501498,707267,2025-10-15,Completed,Business
818026,500942,701306,2025-12-13,Completed,Business
818027,501133,702609,2024-11-10,Confirmed,Premium Economy
818028,501907,708069,2024-12-14,Cancelled,Premium Economy
818029,505354,707390,2025-07-23,Cancelled,Economy
818030,507774,705198,2024-11-19,Completed,Premium Economy
818031,502023,702334,2025-06-23,Completed,Business
818032,508525,701323,2025-07-03,Cancelled,Premium Economy
818033,505885,709363,2024-11-12,Confirmed,Premium Economy
818034,507139,703304,2025-06-16,Cancelled,Business
818035,501001,702703,2024-12-09,Confirmed,Premium Economy
818036,504936,703636,2025-05-28,Completed,Economy
818037,504711,706561,2025-03-15,Cancelled,Economy
818038,500916,701516,2025-12-01,Confirmed,Business
818039,507294,704634,2025-11-15,Confirmed,Premium Economy
818040,500217,706709,2025-03-09,Completed,Economy
818041,505768,706479,2025-11-18,Cancelled,Economy
818042,509305,700076,2025-08-10,Confirmed,Economy
818043,502186,705343,2024-11-12,Cancelled,Economy
818044,507814,706364,2024-12-25,Completed,Economy
818045,504937,701622,2024-10-14,Confirmed,Business
818046,501139,705109,2025-09-13,Completed,Economy
818047,509778,701646,2024-12-06,Cancelled,Premium Economy
818048,506795,704366,2025-05-17,Cancelled,Business
818049,507300,700388,2025-03-24,Cancelled,Business
818050,502831,708995,2025-08-08,Confirmed,Business
818051,509855,702465,2025-07-04,Cancelled,Premium Economy
818052,503042,701926,2025-05-09,Completed,Economy
818053,502658,701325,2025-03-19,Completed,Economy
818054,503623,700932,2025-10-02,Completed,Economy
818055,502639,701045,2025-05-29,Confirmed,Business
818056,501350,701416,2025-12-24,Completed,Economy
818057,505159,709192,2024-12-05,Completed,Premium Economy
818058,508702,708000,2024-11-29,Confirmed,Business
818059,506066,703761,2025-12-20,Cancelled,Economy
818060,507440,708424,2025-04-21,Completed,Premium Economy
818061,500921,707360,2025-10-24,Confirmed,Premium Economy
818062,501097,707067,2025-07-04,Completed,Premium Economy
818063,508911,705700,2025-06-19,Cancelled,Business
818064,504143,707344,2025-05-21,Completed,Business
818065,505342,700332,2025-08-28,Cancelled,Premium Economy
818066,507453,702043,2025-11-05,Confirmed,Premium Economy
818067,503490,709717,2025-10-19,Confirmed,Premium Economy
818068,505666,703420,2025-01-24,Completed,Economy
818069,508750,709938,2025-03-23,Completed,Business
818070,504621,704213,2024-10-31,Completed,Economy
818071,505678,700872,2025-01-08,Cancelled,Premium Economy
818072,509488,705023,2025-11-20,Confirmed,Business
818073,509763,700274,2025-07-01,Cancelled,Economy
818074,504655,705153,2025-06-17,Completed,Business
818075,505267,706539,2025-10-28,Completed,Business
818076,506791,702211,2025-12-15,Cancelled,Business
818077,507586,709088,2025-06-25,Cancelled,Business
818078,501949,701027,2025-05-21,Confirmed,Business
818079,506971,704633,2024-12-19,Confirmed,Business
818080,504611,703532,2025-01-23,Confirmed,Business
818081,501573,704055,2025-04-08,Confirmed,Business
818082,501929,702669,2025-03-22,Completed,Business
818083,509324,702969,2025-11-21,Confirmed,Business
818084,509287,700968,2025-01-31,Cancelled,Business
818085,501498,702016,2024-12-15,Completed,Economy
818086,509397,707805,2025-07-22,Completed,Economy
818087,502413,706328,2025-06-15,Confirmed,Business
818088,504479,708113,2024-11-14,Cancelled,Business
818089,509426,700930,2025-03-02,Confirmed,Economy
818090,503211,703126,2025-08-30,Confirmed,Economy
818091,509133,708094,2025-12-11,Completed,Economy
818092,500986,708693,2025-11-07,Cancelled,Premium Economy
818093,507518,703341,2025-11-15,Completed,Business
818094,506132,704265,2025-01-14,Cancelled,Premium Economy
818095,504841,704583,2025-03-10,Completed,Economy
818096,503984,703735,2025-06-17,Completed,Economy
818097,502777,701854,2024-10-03,Cancelled,Economy
818098,509121,707302,2025-09-08,Completed,Business
818099,507962,703184,2025-01-18,Completed,Business
818100,501984,704194,2025-01-10,Confirmed,Economy
818101,507361,703758,2025-10-10,Cancelled,Premium Economy
818102,502992,708956,2025-06-07,Confirmed,Premium Economy
818103,501204,704529,2025-07-21,Completed,Premium Economy
818104,503726,700262,2024-11-16,Confirmed,Business
818105,508025,705193,2025-04-12,Confirmed,Business
818106,500021,702914,2025-03-26,Completed,Premium Economy
818107,507843,701532,2025-07-30,Confirmed,Premium Economy
818108,504127,709048,2025-01-27,Cancelled,Economy
818109,501623,708978,2025-11-30,Confirmed,Economy
818110,505221,706634,2025-04-26,Completed,Premium Economy
818111,506220,704013,2025-05-21,Completed,Economy
818112,500061,702543,2025-11-06,Confirmed,Premium Economy
818113,508155,704018,2025-01-01,Cancelled,Business
818114,509133,701844,2025-12-22,Cancelled,Business
818115,505694,708034,2025-08-19,Completed,Economy
818116,508255,702848,2024-12-06,Confirmed,Economy
818117,503205,709331,2025-12-24,Completed,Economy
818118,509693,707609,2025-07-02,Confirmed,Economy
818119,507937,707160,2025-08-17,Completed,Premium Economy
818120,502015,700694,2025-01-28,Confirmed,Economy
818121,503003,701435,2025-04-04,Cancelled,Economy
818122,509084,708332,2025-10-26,Cancelled,Economy
818123,508853,706241,2025-03-24,Completed,Business
818124,506958,700735,2025-10-15,Completed,Economy
818125,509475,701545,2024-10-03,Cancelled,Economy
818126,507176,705732,2025-03-25,Cancelled,Economy
818127,509622,706002,2025-01-12,Confirmed,Premium Economy
818128,509138,704261,2025-12-06,Confirmed,Premium Economy
818129,509219,708416,2025-07-18,Completed,Business
818130,503280,703529,2025-10-31,Confirmed,Premium Economy
818131,509439,707974,2025-04-28,Cancelled,Economy
818132,506120,702489,2025-02-08,Completed,Economy
818133,503221,706394,2025-08-25,Cancelled,Business
818134,509247,703856,2024-12-21,Completed,Premium Economy
818135,506535,709386,2025-03-06,Cancelled,Premium Economy
818136,502643,709134,2025-08-13,Confirmed,Premium Economy
818137,505943,701259,2024-12-17,Completed,Premium Economy
818138,502078,704209,2025-06-16,Confirmed,Premium Economy
818139,506646,704308,2025-04-02,Completed,Economy
818140,500579,708440,2025-03-02,Cancelled,Premium Economy
818141,508594,707140,2025-06-14,Confirmed,Business
818142,509257,700369,2025-05-11,Cancelled,Business
818143,501771,708541,2025-08-02,Completed,Business
818144,501861,700261,2025-08-28,Cancelled,Economy
818145,509888,704440,2025-09-05,Confirmed,Premium Economy
818146,502512,700120,2025-11-30,Confirmed,Business
818147,507530,702833,2024-12-06,Completed,Premium Economy
818148,509703,706704,2025-10-05,Completed,Premium Economy
818149,503512,703570,2024-11-24,Cancelled,Premium Economy
818150,509812,708633,2025-08-12,Cancelled,Premium Economy
818151,509922,702870,2024-10-30,Completed,Economy
818152,507653,705536,2025-02-03,Confirmed,Business
818153,502954,701465,2025-05-04,Confirmed,Business
818154,500253,702264,2025-08-04,Confirmed,Economy
818155,503257,703932,2024-11-16,Confirmed,Premium Economy
818156,503403,707531,2025-11-01,Cancelled,Economy
818157,500268,705376,2025-07-06,Completed,Economy
818158,502066,702324,2025-06-21,Completed,Business
818159,501880,705199,2025-06-18,Confirmed,Business
818160,508809,701850,2025-02-23,Confirmed,Economy
818161,501647,700132,2025-01-08,Completed,Economy
818162,500769,707737,2025-06-14,Cancelled,Economy
818163,501302,700820,2025-03-05,Cancelled,Premium Economy
818164,503982,708061,2025-03-28,Cancelled,Business
818165,508581,707190,2025-03-28,Cancelled,Economy
818166,500479,700164,2025-05-02,Completed,Premium Economy
818167,505796,700983,2025-08-19,Completed,Business
818168,507763,703790,2025-01-26,Cancelled,Premium Economy
818169,508154,702131,2025-12-02,Cancelled,Business
818170,505648,701179,2025-05-04,Confirmed,Premium Economy
818171,507957,704756,2025-03-04,Confirmed,Business
818172,502094,708330,2025-08-24,Confirmed,Economy
818173,508870,706918,2025-02-05,Confirmed,Economy
818174,504417,709022,2025-10-08,Confirmed,Premium Economy
818175,508957,708557,2025-06-02,Cancelled,Premium Economy
818176,507212,700434,2025-11-09,Cancelled,Business
818177,503989,703902,2025-07-29,Cancelled,Business
818178,503151,704634,2025-01-02,Cancelled,Economy
818179,501724,701059,2025-03-11,Cancelled,Business
818180,507061,706606,2025-05-09,Confirmed,Business
818181,501728,706952,2024-10-22,Cancelled,Business
818182,501154,703437,2024-10-17,Completed,Economy
818183,508449,705689,2024-12-26,Completed,Premium Economy
818184,507837,701556,2025-06-07,Cancelled,Premium Economy
818185,509274,708598,2025-03-29,Confirmed,Economy
818186,503426,707067,2024-11-03,Confirmed,Premium Economy
818187,500958,701871,2025-06-05,Cancelled,Premium Economy
818188,507890,702070,2025-06-04,Confirmed,Premium Economy
818189,503971,709243,2024-10-29,Cancelled,Premium Economy
818190,500592,707089,2025-01-31,Confirmed,Premium Economy
818191,501135,709747,2025-02-07,Completed,Economy
818192,504749,707792,2024-12-03,Cancelled,Economy
818193,508931,709539,2024-11-14,Confirmed,Business
818194,507851,704683,2025-08-09,Completed,Economy
818195,504797,706927,2025-05-18,Confirmed,Premium Economy
818196,500988,708761,2024-11-09,Cancelled,Premium Economy
818197,507183,706373,2025-08-14,Cancelled,Economy
818198,507106,707621,2025-02-16,Confirmed,Premium Economy
818199,504104,709776,2025-03-01,Completed,Business
818200,501468,707344,2025-05-06,Confirmed,Premium Economy
818201,503029,708892,2025-04-27,Completed,Economy
818202,503906,701329,2025-08-25,Completed,Premium Economy
818203,507514,705335,2025-02-05,Completed,Business
818204,504685,709174,2024-11-28,Cancelled,Premium Economy
818205,501348,703686,2025-11-07,Completed,Business
818206,500621,706209,2025-04-21,Confirmed,Economy
818207,503065,701861,2024-11-25,Confirmed,Economy
818208,501746,700876,2025-07-14,Confirmed,Economy
818209,503981,703275,2024-12-03,Cancelled,Premium Economy
818210,500564,700965,2025-09-04,Confirmed,Economy
818211,506869,704260,2025-06-19,Confirmed,Business
818212,505062,701717,2025-09-03,Confirmed,Business
818213,500432,707023,2025-07-17,Completed,Economy
818214,506477,700294,2025-09-30,Cancelled,Premium Economy
818215,505986,700971,2025-11-24,Confirmed,Business
818216,500602,703298,2025-08-15,Completed,Business
818217,508691,703814,2025-01-17,Completed,Premium Economy
818218,501091,704272,2025-11-30,Completed,Economy
818219,501474,701175,2025-11-07,Completed,Premium Economy
818220,501084,701702,2025-08-01,Confirmed,Business
818221,504429,706234,2025-11-05,Cancelled,Business
818222,503434,700277,2025-06-27,Confirmed,Economy
818223,501095,707438,2024-11-23,Confirmed,Premium Economy
818224,501551,702446,2025-04-13,Cancelled,Economy
818225,500186,703195,2025-06-11,Cancelled,Economy
818226,508294,708295,2025-03-16,Cancelled,Economy
818227,507054,709196,2025-03-04,Cancelled,Economy
818228,508131,708129,2025-07-15,Cancelled,Premium Economy
818229,503768,700060,2025-09-06,Confirmed,Business
818230,502410,707850,2025-11-24,Cancelled,Economy
818231,506645,706049,2025-09-27,Cancelled,Premium Economy
818232,500105,704111,2024-12-17,Completed,Business
818233,500657,706940,2024-12-15,Completed,Premium Economy
818234,504559,701259,2024-12-05,Cancelled,Business
818235,509568,707504,2024-12-20,Cancelled,Economy
818236,502836,709114,2025-03-11,Completed,Premium Economy
818237,508599,708708,2025-10-17,Confirmed,Premium Economy
818238,503663,708870,2025-10-03,Completed,Premium Economy
818239,507781,708895,2025-10-19,Completed,Premium Economy
818240,503492,700925,2025-08-11,Confirmed,Economy
818241,501435,708948,2025-07-18,Cancelled,Premium Economy
818242,502656,706196,2025-05-06,Confirmed,Economy
818243,509570,702348,2025-11-05,Completed,Premium Economy
818244,505829,700802,2025-01-27,Confirmed,Premium Economy
818245,507368,707837,2024-12-30,Cancelled,Business
818246,505488,706261,2025-03-17,Completed,Economy
818247,508950,702638,2025-05-30,Cancelled,Economy
818248,500947,701886,2024-10-21,Cancelled,Premium Economy
818249,503576,704200,2025-10-29,Cancelled,Economy
818250,501694,706751,2024-10-01,Confirmed,Premium Economy
818251,505577,700912,2025-07-29,Confirmed,Economy
818252,504186,701367,2025-12-14,Confirmed,Economy
818253,500825,703808,2024-12-02,Cancelled,Premium Economy
818254,502535,702519,2024-11-26,Confirmed,Economy
818255,506365,707601,2025-01-08,Cancelled,Economy
818256,505599,707062,2025-04-08,Completed,Economy
818257,505562,704556,2025-06-25,Confirmed,Premium Economy
818258,506261,705772,2025-01-26,Cancelled,Business
818259,501791,709930,2025-07-25,Completed,Economy
818260,500083,705398,2025-10-29,Completed,Business
818261,502950,705224,2024-12-01,Confirmed,Business
818262,501741,706151,2025-06-22,Confirmed,Premium Economy
818263,502789,700145,2025-10-26,Cancelled,Economy
818264,504651,700562,2025-01-09,Cancelled,Business
818265,507024,705803,2025-07-11,Confirmed,Premium Economy
818266,504575,706401,2024-11-22,Completed,Premium Economy
818267,504295,708652,2024-12-06,Confirmed,Business
818268,507595,706133,2025-01-21,Completed,Premium Economy
818269,506188,707777,2025-07-18,Confirmed,Business
818270,502693,707999,2024-10-11,Confirmed,Premium Economy
818271,508370,707304,2024-12-25,Completed,Economy
818272,501608,708618,2025-07-10,Confirmed,Premium Economy
818273,507974,705916,2025-11-25,Cancelled,Economy
818274,504355,702658,2025-05-03,Completed,Premium Economy
818275,509822,702662,2025-07-21,Cancelled,Business
818276,505775,702402,2024-12-04,Cancelled,Economy
818277,509021,706713,2025-10-29,Confirmed,Premium Economy
818278,509745,702694,2025-09-12,Completed,Economy
818279,505688,702555,2025-06-08,Completed,Business
818280,500563,708624,2025-11-02,Cancelled,Economy
818281,509465,705648,2024-12-04,Cancelled,Business
818282,507470,703903,2025-02-20,Confirmed,Economy
818283,507217,700863,2025-12-14,Confirmed,Premium Economy
818284,504623,705886,2025-10-21,Confirmed,Premium Economy
818285,504497,703722,2025-10-06,Cancelled,Premium Economy
818286,507617,709495,2025-02-02,Cancelled,Economy
818287,507313,708158,2025-12-23,Confirmed,Business
818288,505137,708657,2025-05-05,Cancelled,Business
818289,507780,709558,2025-01-16,Completed,Business
818290,506123,703336,2024-10-14,Cancelled,Business
818291,501656,703219,2025-07-17,Completed,Business
818292,506787,701609,2025-08-09,Completed,Business
818293,507427,700686,2025-07-22,Completed,Economy
818294,503208,705338,2024-10-21,Completed,Economy
818295,503506,700444,2024-11-07,Completed,Economy
818296,508185,706936,2025-03-22,Confirmed,Economy
818297,508461,706805,2025-07-16,Completed,Economy
818298,502572,709216,2025-04-27,Completed,Economy
818299,507479,703539,2025-04-09,Completed,Economy
818300,508334,702572,2025-06-16,Cancelled,Premium Economy
818301,506019,702171,2025-04-26,Completed,Business
818302,508988,705055,2024-10-09,Confirmed,Premium Economy
818303,502278,705454,2025-07-07,Completed,Premium Economy
818304,506518,708865,2024-11-30,Completed,Premium Economy
818305,504935,700041,2025-09-07,Confirmed,Economy
818306,508319,706465,2025-11-20,Completed,Premium Economy
818307,505306,708559,2025-04-17,Confirmed,Economy
818308,509023,703385,2025-06-28,Confirmed,Business
818309,507315,708174,2024-11-06,Completed,Business
818310,505228,705901,2025-08-20,Cancelled,Business
818311,506897,707890,2025-02-18,Completed,Economy
818312,500655,706907,2025-02-13,Cancelled,Business
818313,509972,708090,2025-07-04,Confirmed,Economy
818314,508621,702587,2025-11-24,Completed,Business
818315,503817,701166,2025-08-14,Cancelled,Economy
818316,508073,704158,2025-07-07,Confirmed,Business
818317,501062,706939,2024-10-28,Confirmed,Economy
818318,509688,704997,2025-09-13,Cancelled,Business
818319,509671,705829,2025-11-18,Cancelled,Business
818320,502083,700288,2025-01-23,Confirmed,Business
818321,509016,701870,2025-04-29,Confirmed,Premium Economy
818322,508804,701227,2024-12-18,Cancelled,Economy
818323,507004,703584,2025-05-19,Cancelled,Business
818324,504212,702695,2025-03-23,Cancelled,Business
818325,506425,701601,2025-09-27,Cancelled,Business
818326,505834,705721,2025-03-20,Confirmed,Premium Economy
818327,502030,701575,2025-08-02,Confirmed,Business
818328,507980,703573,2025-03-04,Confirmed,Premium Economy
818329,504380,709021,2024-10-27,Cancelled,Business
