flight_id,flight_no,origin_airport,destination_airport,flight_date,base_fare
705265,FL6264,6027,6011,2025-07-12,66214.1
705266,FL6265,6014,6029,2025-02-16,25491.65
705267,FL6266,6007,6005,2025-12-20,56115.93
705268,FL6267,6007,6011,2025-07-31,59258.92
705269,FL6268,6017,6023,2025-04-26,16714.2
705270,FL6269,6027,6016,2025-07-27,45975.16
705271,FL6270,6009,6011,2025-01-11,74590.72
705272,FL6271,6024,6019,2025-09-27,38290.38
705273,FL6272,6019,6019,2025-01-08,7485.18
705274,FL6273,6017,6009,2025-01-29,44168.27
705275,FL6274,6022,6009,2025-11-28,73348.52
705276,FL6275,6005,6004,2025-06-28,17520.31
705277,FL6276,6029,6016,2025-10-13,52890.03
705278,FL6277,6018,6021,2025-12-09,28504.16
705279,FL6278,6006,6002,2025-06-08,27822.57
705280,FL6279,6020,6021,2025-01-16,32555.39
705281,FL6280,6024,6018,2025-07-23,9624.3
705282,FL6281,6022,6012,2025-07-16,44854.59
705283,FL6282,6001,6008,2025-06-22,52525.61
705284,FL6283,6027,6016,2025-03-02,55749.55
705285,FL6284,6029,6009,2025-05-05,45362.4
705286,FL6285,6014,6028,2025-03-23,15213.4
705287,FL6286,6023,6011,2025-09-11,69912.54
705288,FL6287,6023,6017,2025-06-12,24616.89
705289,FL6288,6017,6028,2025-07-08,15947.19
705290,FL6289,6005,6004,2025-02-13,38660.57
705291,FL6290,6007,6028,2025-08-05,21022.98
705292,FL6291,6025,6008,2025-05-01,51493.41
705293,FL6292,6029,6006,2025-01-14,41394.09
705294,FL6293,6005,6030,2025-06-28,37889.73
705295,FL6294,6028,6020,2025-09-11,57618.07
705296,FL6295,6019,6001,2025-01-06,42704.61
705297,FL6296,6013,6001,2025-01-13,68365.35
705298,FL6297,6016,6003,2025-06-29,71488.11
705299,FL6298,6023,6014,2025-04-14,46815.91
705300,FL6299,6012,6018,2025-02-01,14761.97
705301,FL6300,6013,6023,2025-02-15,3400.6
705302,FL6301,6029,6027,2025-11-02,44936.81
705303,FL6302,6023,6004,2025-07-20,55417.73
705304,FL6303,6025,6010,2025-07-16,52893.53
705305,FL6304,6012,6014,2025-03-30,63386.08
705306,FL6305,6014,6014,2025-05-28,37252.18
705307,FL6306,6011,6021,2025-07-13,64029.41
705308,FL6307,6019,6017,2025-01-22,41676.2
705309,FL6308,6018,6003,2025-12-20,66404.73
705310,FL6309,6007,6029,2025-07-05,54085.2
705311,FL6310,6009,6016,2025-02-06,21335.26
705312,FL6311,6004,6002,2025-08-23,5413.41
705313,FL6312,6008,6001,2025-04-17,42976.27
705314,FL6313,6003,6006,2025-08-02,2884.64
705315,FL6314,6018,6014,2025-12-19,65699.62
705316,FL6315,6029,6020,2025-01-11,39744.48
705317,FL6316,6013,6020,2025-09-22,33076.8
705318,FL6317,6005,6009,2025-08-03,6236.69
705319,FL6318,6023,6007,2025-08-01,68359.97
705320,FL6319,6029,6009,2025-05-23,61009.2
705321,FL6320,6017,6002,2025-02-03,33532.29
705322,FL6321,6021,6024,2025-02-23,7999.46
705323,FL6322,6028,6013,2025-07-28,63806.72
705324,FL6323,6018,6018,2025-07-05,51992.05
705325,FL6324,6001,6007,2025-03-06,14404.0
705326,FL6325,6022,6024,2025-11-12,8277.32
705327,FL6326,6029,6029,2025-11-17,19635.54
705328,FL6327,6020,6001,2025-09-15,30463.07
705329,FL6328,6012,6015,2025-09-26,64219.5
705330,FL6329,6017,6021,2025-01-18,35228.63
705331,FL6330,6029,6028,2025-02-20,9206.22
705332,FL6331,6030,6007,2025-10-30,25061.29
705333,FL6332,6005,6027,2025-09-14,31696.37
705334,FL6333,6005,6014,2025-08-21,7149.79
705335,FL6334,6011,6005,2025-12-08,48887.75
705336,FL6335,6024,6009,2025-04-09,52010.62
705337,FL6336,6017,6029,2025-02-26,27735.31
705338,FL6337,6021,6023,2025-03-08,44044.58
705339,FL6338,6013,6012,2025-02-01,32360.53
705340,FL6339,6009,6025,2025-03-30,6079.19
705341,FL6340,6001,6017,2025-05-19,37354.97
705342,FL6341,6016,6026,2025-03-02,59757.39
705343,FL6342,6009,6009,2025-07-16,36588.28
705344,FL6343,6023,6001,2025-03-31,70043.12
705345,FL6344,6011,6006,2025-10-29,69914.86
705346,FL6345,6003,6027,2025-02-11,4088.65
705347,FL6346,6020,6025,2025-01-28,11469.49
705348,FL6347,6001,6006,2025-05-27,54131.77
705349,FL6348,6008,6026,2025-10-25,53305.46
705350,FL6349,6014,6019,2025-09-24,40707.27
705351,FL6350,6008,6012,2025-12-10,56835.31
705352,FL6351,6017,6030,2025-06-27,65997.91
705353,FL6352,6012,6016,2025-10-28,16592.09
705354,FL6353,6021,6018,2025-08-07,21195.18
705355,FL6354,6029,6007,2025-02-06,55936.63
705356,FL6355,6023,6017,2025-06-04,15962.02
705357,FL6356,6008,6013,2025-12-21,30205.19
705358,FL6357,6020,6001,2025-04-29,19261.18
705359,FL6358,6014,6020,2025-09-08,58565.64
705360,FL6359,6019,6002,2025-09-11,49850.83
705361,FL6360,6007,6029,2025-07-21,57341.8
705362,FL6361,6007,6020,2025-08-05,3686.18
705363,FL6362,6012,6010,2025-12-03,36853.14
705364,FL6363,6026,6016,2025-08-24,47392.53
705365,FL6364,6016,6015,2025-09-23,21606.04
705366,FL6365,6022,6017,2025-12-20,19327.94
705367,FL6366,6022,6001,2025-10-25,24949.67
705368,FL6367,6018,6029,2025-04-23,40006.56
705369,FL6368,6014,6005,2025-07-22,16854.86
705370,FL6369,6011,6017,2025-05-03,50448.83
705371,FL6370,6014,6028,2025-05-24,53277.89
705372,FL6371,6015,6009,2025-06-28,23125.1
705373,FL6372,6012,6022,2025-08-03,11216.28
705374,FL6373,6010,6003,2025-09-25,55405.5
705375,FL6374,6020,6021,2025-10-06,34352.61
705376,FL6375,6026,6025,2025-11-17,63010.36
705377,FL6376,6008,6027,2025-03-01,17228.21
705378,FL6377,6003,6001,2025-04-01,51712.17
705379,FL6378,6015,6003,2025-12-02,23033.03
705380,FL6379,6026,6028,2025-03-25,30124.97
705381,FL6380,6011,6017,2025-07-21,34404.94
705382,FL6381,6019,6020,2025-12-01,51985.33
705383,FL6382,6020,6029,2025-01-12,18393.79
705384,FL6383,6005,6010,2025-05-11,71635.88
705385,FL6384,6016,6016,2025-03-20,40030.06
705386,FL6385,6014,6022,2025-12-01,63927.27
705387,FL6386,6008,6017,2025-10-30,36298.59
705388,FL6387,6030,6027,2025-04-24,45415.67
705389,FL6388,6010,6001,2025-07-29,67838.49
705390,FL6389,6004,6004,2025-08-01,49819.75
705391,FL6390,6002,6014,2025-01-30,40051.83
705392,FL6391,6018,6030,2025-08-03,47481.21
705393,FL6392,6028,6018,2025-05-30,67322.48
705394,FL6393,6002,6011,2025-03-26,62769.66
705395,FL6394,6009,6010,2025-09-05,50241.64
705396,FL6395,6001,6009,2025-12-24,3671.08
705397,FL6396,6003,6022,2025-10-29,62302.55
705398,FL6397,6005,6017,2025-03-11,60416.55
705399,FL6398,6004,6021,2025-03-12,53274.57
705400,FL6399,6003,6014,2025-09-16,48857.32
705401,FL6400,6013,6018,2025-03-20,57157.14
705402,FL6401,6025,6007,2025-08-30,66176.46
705403,FL6402,6029,6015,2025-02-04,8734.59
705404,FL6403,6030,6014,2025-06-30,17636.88
705405,FL6404,6008,6011,2025-04-03,57308.92
705406,FL6405,6020,6001,2025-06-13,44035.5
705407,FL6406,6019,6008,2025-07-27,62428.78
705408,FL6407,6014,6005,2025-06-11,31671.43
705409,FL6408,6030,6018,2025-10-07,28414.57
705410,FL6409,6011,6027,2025-03-06,47587.97
705411,FL6410,6026,6007,2025-05-09,34231.5
705412,FL6411,6026,6004,2025-09-09,56861.97
705413,FL6412,6006,6022,2025-05-15,41899.04
705414,FL6413,6021,6008,2025-09-18,24693.74
705415,FL6414,6022,6013,2025-11-10,65296.08
705416,FL6415,6006,6029,2025-02-19,36308.59
705417,FL6416,6030,6002,2025-08-25,8827.1
705418,FL6417,6030,6016,2025-07-02,2767.94
705419,FL6418,6004,6001,2025-10-20,27081.17
705420,FL6419,6013,6019,2025-06-14,19687.25
705421,FL6420,6004,6017,2025-12-03,29340.36
705422,FL6421,6018,6009,2025-06-24,22660.12
705423,FL6422,6016,6016,2025-01-02,28456.84
705424,FL6423,6027,6005,2025-05-31,24989.94
705425,FL6424,6005,6017,2025-09-28,14182.57
705426,FL6425,6004,6006,2025-07-01,47643.61
705427,FL6426,6027,6014,2025-01-22,46212.45
705428,FL6427,6028,6022,2025-01-16,39909.94
705429,FL6428,6017,6006,2025-03-26,56098.86
705430,FL6429,6007,6018,2025-01-29,36029.68
705431,FL6430,6003,6005,2025-11-14,19605.46
705432,FL6431,6014,6013,2025-05-28,19406.98
705433,FL6432,6010,6018,2025-01-07,60104.13
705434,FL6433,6019,6029,2025-07-08,8308.49
705435,FL6434,6016,6012,2025-12-01,42309.34
705436,FL6435,6002,6003,2025-09-10,50655.4
705437,FL6436,6025,6020,2025-07-03,29421.07
705438,FL6437,6018,6001,2025-07-04,60088.07
705439,FL6438,6018,6003,2025-08-12,26077.58
705440,FL6439,6012,6005,2025-08-20,51704.34
705441,FL6440,6009,6011,2025-01-01,70617.08
705442,FL6441,6029,6018,2025-07-28,50679.67
705443,FL6442,6005,6004,2025-11-03,5929.64
705444,FL6443,6016,6012,2025-02-14,47723.77
705445,FL6444,6004,6021,2025-07-08,20856.16
705446,FL6445,6019,6001,2025-08-12,50954.24
705447,FL6446,6005,6004,2025-06-17,33918.82
705448,FL6447,6003,6030,2025-11-25,59265.53
705449,FL6448,6023,6009,2025-08-26,30573.37
705450,FL6449,6030,6007,2025-12-21,52222.64
705451,FL6450,6003,6012,2025-02-28,31968.01
705452,FL6451,6010,6027,2025-01-09,7149.25
705453,FL6452,6022,6007,2025-08-28,18298.93
705454,FL6453,6011,6019,2025-03-18,24757.87
705455,FL6454,6015,6012,2025-12-20,55811.07
705456,FL6455,6003,6024,2025-01-23,17066.01
705457,FL6456,6001,6018,2025-05-26,12865.98
705458,FL6457,6017,6005,2025-11-12,65191.88
705459,FL6458,6011,6026,2025-04-15,65673.04
705460,FL6459,6029,6014,2025-07-18,49989.91
705461,FL6460,6010,6007,2025-02-28,41309.28
705462,FL6461,6007,6007,2025-03-19,56440.16
705463,FL6462,6002,6017,2025-11-05,74913.84
705464,FL6463,6028,6001,2025-02-26,23351.26
705465,FL6464,6001,6029,2025-02-04,51280.94
705466,FL6465,6019,6027,2025-02-25,50681.04
705467,FL6466,6012,6006,2025-02-14,73690.07
705468,FL6467,6027,6006,2025-07-08,46082.38
705469,FL6468,6021,6020,2025-01-04,53745.27
705470,FL6469,6010,6016,2025-08-21,40514.62
705471,FL6470,6012,6003,2025-07-20,56506.7
705472,FL6471,6023,6030,2025-07-03,57965.34
705473,FL6472,6015,6011,2025-10-13,6774.47
705474,FL6473,6022,6007,2025-08-20,66109.62
705475,FL6474,6004,6024,2025-05-18,21603.43
705476,FL6475,6016,6020,2025-05-09,21814.18
705477,FL6476,6026,6007,2025-02-04,70354.96
705478,FL6477,6005,6025,2025-01-31,38771.16
705479,FL6478,6018,6013,2025-01-14,20504.29
705480,FL6479,6021,6014,2025-06-19,23671.37
705481,FL6480,6011,6016,2025-03-13,3365.57
705482,FL6481,6004,6024,2025-03-21,56222.87
705483,FL6482,6006,6029,2025-01-19,54667.95
705484,FL6483,6007,6030,2025-03-20,69464.84
705485,FL6484,6007,6027,2025-04-19,55426.85
705486,FL6485,6014,6020,2025-04-07,26951.87
705487,FL6486,6010,6002,2025-12-22,30646.5
705488,FL6487,6006,6020,2025-03-15,12293.75
705489,FL6488,6017,6021,2025-12-17,57878.83
705490,FL6489,6010,6010,2025-06-23,28630.39
705491,FL6490,6004,6018,2025-04-12,42713.72
705492,FL6491,6011,6028,2025-02-16,35044.94
705493,FL6492,6007,6011,2025-01-27,2956.86
705494,FL6493,6021,6006,2025-10-03,24482.1
705495,FL6494,6026,6013,2025-08-24,33539.19
705496,FL6495,6012,6022,2025-01-20,57442.32
705497,FL6496,6013,6014,2025-01-08,33344.96
705498,FL6497,6006,6004,2025-12-05,39491.33
705499,FL6498,6005,6011,2025-12-29,62860.21
705500,FL6499,6004,6027,2025-12-17,18164.21
705501,FL6500,6030,6028,2025-01-03,68873.91
705502,FL6501,6012,6025,2025-10-18,24086.49
705503,FL6502,6026,6007,2025-01-26,24079.43
705504,FL6503,6011,6025,2025-10-15,31379.88
705505,FL6504,6019,6024,2025-08-19,23120.44
705506,FL6505,6029,6019,2025-06-24,52311.78
705507,FL6506,6019,6013,2025-03-24,58739.69
705508,FL6507,6028,6005,2025-06-16,32933.51
705509,FL6508,6005,6016,2025-06-06,36439.31
705510,FL6509,6030,6005,2025-05-07,42257.45
705511,FL6510,6028,6019,2025-10-13,3395.27
705512,FL6511,6024,6004,2025-08-11,9483.1
705513,FL6512,6012,6023,2025-12-20,7035.65
705514,FL6513,6023,6003,2025-04-16,27422.04
705515,FL6514,6020,6026,2025-06-28,8944.81
705516,FL6515,6012,6026,2025-05-17,57768.78
705517,FL6516,6004,6012,2025-06-03,24528.98
705518,FL6517,6025,6023,2025-06-20,8566.15
705519,FL6518,6011,6008,2025-04-03,61058.76
705520,FL6519,6028,6021,2025-06-25,28753.78
705521,FL6520,6018,6019,2025-03-02,59557.1
705522,FL6521,6017,6030,2025-12-13,64270.52
705523,FL6522,6018,6017,2025-09-01,45993.9
705524,FL6523,6013,6015,2025-12-13,12388.25
705525,FL6524,6001,6030,2025-05-07,5572.07
705526,FL6525,6002,6027,2025-02-05,52392.21
705527,FL6526,6021,6011,2025-07-16,69243.78
705528,FL6527,6009,6012,2025-07-12,72457.2
705529,FL6528,6030,6016,2025-03-08,30713.64
705530,FL6529,6015,6011,2025-07-19,59211.94
705531,FL6530,6014,6007,2025-12-24,66885.8
705532,FL6531,6013,6007,2025-01-24,26697.52
705533,FL6532,6022,6021,2025-11-25,56882.43
705534,FL6533,6011,6019,2025-09-10,32774.48
705535,FL6534,6003,6001,2025-02-02,32342.7
705536,FL6535,6020,6027,2025-01-05,68990.57
705537,FL6536,6018,6011,2025-02-24,55102.72
705538,FL6537,6019,6030,2025-04-26,40451.44
705539,FL6538,6001,6007,2025-02-06,46561.29
705540,FL6539,6008,6012,2025-10-12,65552.4
705541,FL6540,6010,6029,2025-04-10,18811.7
705542,FL6541,6010,6018,2025-05-14,54941.91
705543,FL6542,6028,6015,2025-10-29,16252.95
705544,FL6543,6015,6006,2025-04-19,15291.51
705545,FL6544,6024,6007,2025-10-06,12137.14
705546,FL6545,6014,6027,2025-02-03,27296.95
705547,FL6546,6028,6022,2025-01-01,22594.48
705548,FL6547,6004,6016,2025-01-23,11685.52
705549,FL6548,6009,6003,2025-06-06,38739.38
705550,FL6549,6001,6022,2025-02-11,30624.86
705551,FL6550,6022,6014,2025-08-10,39914.79
705552,FL6551,6015,6016,2025-05-01,15756.84
705553,FL6552,6003,6025,2025-10-16,42385.23
705554,FL6553,6012,6025,2025-11-12,7306.19
705555,FL6554,6002,6028,2025-08-01,52463.93
705556,FL6555,6029,6024,2025-05-19,50279.01
705557,FL6556,6006,6020,2025-04-02,3445.88
705558,FL6557,6012,6011,2025-08-26,65568.82
705559,FL6558,6018,6027,2025-11-30,8688.13
705560,FL6559,6022,6023,2025-09-25,14101.28
705561,FL6560,6025,6016,2025-04-28,67871.44
705562,FL6561,6021,6017,2025-07-07,23464.73
705563,FL6562,6010,6020,2025-04-05,16996.62
705564,FL6563,6005,6013,2025-11-17,20252.23
705565,FL6564,6019,6009,2025-09-19,20675.58
705566,FL6565,6011,6029,2025-06-28,6992.49
705567,FL6566,6030,6025,2025-04-27,69402.14
705568,FL6567,6010,6019,2025-01-03,19871.66
705569,FL6568,6026,6007,2025-08-11,45772.71
705570,FL6569,6004,6015,2025-03-05,53704.01
705571,FL6570,6010,6004,2025-03-01,54648.63
705572,FL6571,6015,6010,2025-10-12,25545.37
705573,FL6572,6006,6003,2025-12-23,41236.41
705574,FL6573,6024,6010,2025-04-05,48949.77
705575,FL6574,6011,6001,2025-08-22,40093.65
705576,FL6575,6013,6009,2025-07-16,42077.29
705577,FL6576,6010,6024,2025-10-12,29488.21
705578,FL6577,6025,6011,2025-03-27,65720.21
705579,FL6578,6003,6004,2025-03-17,56606.48
705580,FL6579,6010,6021,2025-06-10,53585.27
705581,FL6580,6003,6018,2025-10-05,67684.94
705582,FL6581,6013,6028,2025-05-23,31231.14
705583,FL6582,6024,6017,2025-07-15,49738.2
705584,FL6583,6009,6007,2025-06-12,39820.41
705585,FL6584,6007,6014,2025-09-30,8940.8
705586,FL6585,6020,6028,2025-05-26,20704.62
705587,FL6586,6012,6017,2025-04-20,8551.65
705588,FL6587,6020,6024,2025-11-21,20275.74
705589,FL6588,6013,6027,2025-05-15,53288.1
705590,FL6589,6009,6019,2025-09-22,68579.64
705591,FL6590,6004,6023,2025-09-17,14319.44
705592,FL6591,6005,6017,2025-02-11,58010.37
705593,FL6592,6017,6019,2025-07-07,38331.94
705594,FL6593,6030,6002,2025-05-11,66427.08
705595,FL6594,6025,6001,2025-12-03,8586.74
705596,FL6595,6010,6023,2025-03-31,47085.17
705597,FL6596,6019,6003,2025-04-15,37991.26
705598,FL6597,6022,6014,2025-11-01,19616.7
705599,FL6598,6014,6007,2025-09-08,51004.83
705600,FL6599,6008,6006,2025-07-26,59806.84
705601,FL6600,6008,6026,2025-07-25,9345.3
705602,FL6601,6001,6008,2025-05-11,53053.49
705603,FL6602,6016,6004,2025-09-20,48856.28
705604,FL6603,6022,6021,2025-02-12,69659.9
705605,FL6604,6026,6001,2025-04-29,7678.38
705606,FL6605,6008,6014,2025-07-02,56280.66
705607,FL6606,6001,6017,2025-10-27,71684.99
705608,FL6607,6007,6006,2025-10-15,10220.54
705609,FL6608,6017,6029,2025-08-16,26768.36
705610,FL6609,6007,6016,2025-12-12,22792.07
705611,FL6610,6016,6006,2025-03-06,20060.32
705612,FL6611,6012,6004,2025-05-05,40159.13
705613,FL6612,6016,6003,2025-07-20,46290.0
705614,FL6613,6018,6013,2025-06-10,23963.89
705615,FL6614,6001,6004,2025-07-27,25077.01
705616,FL6615,6013,6017,2025-03-15,49016.37
705617,FL6616,6008,6006,2025-10-25,36020.1
705618,FL6617,6016,6008,2025-08-14,36332.62
705619,FL6618,6029,6007,2025-03-04,34302.23
705620,FL6619,6016,6009,2025-06-27,39988.34
705621,FL6620,6017,6025,2025-06-14,37252.08
705622,FL6621,6002,6023,2025-09-02,49080.65
705623,FL6622,6009,6023,2025-08-02,74569.55
705624,FL6623,6029,6010,2025-12-20,20709.32
705625,FL6624,6002,6028,2025-07-04,53532.79
705626,FL6625,6020,6024,2025-06-07,18783.24
705627,FL6626,6022,6023,2025-05-05,28274.54
705628,FL6627,6006,6016,2025-12-11,72457.13
705629,FL6628,6020,6030,2025-05-25,37711.6
705630,FL6629,6011,6020,2025-04-13,10677.27
705631,FL6630,6005,6024,2025-12-15,26776.87
705632,FL6631,6017,6007,2025-06-29,19049.15
705633,FL6632,6018,6018,2025-09-25,63109.48
705634,FL6633,6004,6025,2025-10-10,16146.38
705635,FL6634,6030,6022,2025-09-27,68222.34
705636,FL6635,6028,6007,2025-12-31,17342.73
705637,FL6636,6007,6023,2025-06-15,34831.31
705638,FL6637,6008,6027,2025-09-12,31611.06
705639,FL6638,6013,6003,2025-10-27,14562.14
705640,FL6639,6013,6018,2025-09-02,62451.13
705641,FL6640,6001,6013,2025-11-22,24450.24
705642,FL6641,6011,6027,2025-03-05,43224.52
705643,FL6642,6004,6021,2025-05-23,54200.17
705644,FL6643,6025,6001,2025-10-26,11043.82
705645,FL6644,6022,6014,2025-01-26,2693.11
705646,FL6645,6005,6020,2025-08-21,55717.34
705647,FL6646,6026,6017,2025-06-19,60513.49
705648,FL6647,6010,6010,2025-05-31,18976.41
705649,FL6648,6022,6025,2025-01-22,48985.37
705650,FL6649,6030,6005,2025-09-26,74194.66
705651,FL6650,6006,6023,2025-10-26,29125.33
705652,FL6651,6003,6011,2025-06-25,69321.49
705653,FL6652,6030,6025,2025-04-02,50787.52
705654,FL6653,6002,6014,2025-11-28,70756.44
705655,FL6654,6018,6012,2025-02-09,11782.05
705656,FL6655,6005,6017,2025-10-21,54107.44
705657,FL6656,6013,6025,2025-07-13,9848.64
705658,FL6657,6004,6010,2025-08-02,63148.79
705659,FL6658,6006,6028,2025-01-24,59965.08
705660,FL6659,6023,6021,2025-10-02,42269.43
705661,FL6660,6005,6028,2025-04-11,57917.52
705662,FL6661,6024,6028,2025-10-24,11121.69
705663,FL6662,6015,6019,2025-06-19,2628.62
705664,FL6663,6021,6013,2025-02-21,14133.3
705665,FL6664,6010,6004,2025-01-14,26131.43
705666,FL6665,6002,6007,2025-12-13,51124.64
705667,FL6666,6016,6003,2025-01-30,64004.17
705668,FL6667,6021,6030,2025-09-07,26974.68
705669,FL6668,6011,6020,2025-10-17,63430.32
705670,FL6669,6009,6019,2025-05-11,24786.94
705671,FL6670,6026,6018,2025-09-07,59361.42
705672,FL6671,6020,6007,2025-11-17,70212.79
705673,FL6672,6011,6013,2025-08-13,63318.24
705674,FL6673,6023,6021,2025-07-17,56349.3
705675,FL6674,6001,6018,2025-04-29,18673.94
705676,FL6675,6023,6013,2025-01-19,26644.84
705677,FL6676,6028,6025,2025-11-26,48942.59
705678,FL6677,6010,6009,2025-08-22,31230.92
705679,FL6678,6018,6007,2025-05-09,65892.48
705680,FL6679,6017,6017,2025-07-06,4863.31
705681,FL6680,6027,6022,2025-02-10,66537.03
705682,FL6681,6023,6025,2025-07-18,16673.72
705683,FL6682,6030,6027,2025-05-29,39293.96
705684,FL6683,6023,6025,2025-08-27,3204.4
705685,FL6684,6009,6007,2025-05-20,8080.44
705686,FL6685,6030,6015,2025-09-25,8964.14
705687,FL6686,6026,6011,2025-09-07,23946.55
705688,FL6687,6028,6013,2025-05-24,11950.93
705689,FL6688,6026,6020,2025-11-02,13775.02
705690,FL6689,6007,6027,2025-05-23,7781.74
705691,FL6690,6012,6014,2025-06-06,9336.09
705692,FL6691,6004,6015,2025-07-24,59242.15
705693,FL6692,6013,6023,2025-05-14,39235.71
705694,FL6693,6028,6029,2025-10-30,18546.63
705695,FL6694,6015,6026,2025-11-23,35142.0
705696,FL6695,6009,6022,2025-11-05,13995.64
705697,FL6696,6024,6022,2025-04-18,36903.33
705698,FL6697,6012,6009,2025-02-19,60894.64
705699,FL6698,6024,6027,2025-11-11,22304.11
705700,FL6699,6003,6003,2025-10-31,71677.44
705701,FL6700,6028,6006,2025-12-16,43110.97
705702,FL6701,6012,6012,2025-04-02,51784.91
705703,FL6702,6023,6025,2025-05-13,31357.62
705704,FL6703,6002,6029,2025-06-30,51906.79
705705,FL6704,6010,6008,2025-09-20,12021.84
705706,FL6705,6010,6009,2025-06-14,68046.24
705707,FL6706,6017,6027,2025-05-13,17813.24
705708,FL6707,6018,6006,2025-11-21,71291.71
705709,FL6708,6013,6023,2025-02-13,38433.44
705710,FL6709,6005,6001,2025-05-24,25933.91
705711,FL6710,6003,6014,2025-11-24,30757.93
705712,FL6711,6007,6010,2025-02-12,43943.32
705713,FL6712,6015,6028,2025-02-23,8105.69
705714,FL6713,6024,6001,2025-05-04,8715.42
705715,FL6714,6022,6004,2025-10-06,46685.99
705716,FL6715,6019,6001,2025-08-03,61865.12
705717,FL6716,6022,6006,2025-10-24,47659.29
705718,FL6717,6021,6023,2025-04-24,55917.19
705719,FL6718,6001,6026,2025-07-02,51314.16
705720,FL6719,6002,6015,2025-05-22,15944.06
705721,FL6720,6028,6001,2025-10-09,38195.24
705722,FL6721,6008,6012,2025-07-22,38817.08
705723,FL6722,6021,6029,2025-08-22,18836.01
705724,FL6723,6026,6004,2025-07-19,18271.31
705725,FL6724,6029,6013,2025-03-16,62371.17
705726,FL6725,6018,6024,2025-11-12,66810.24
705727,FL6726,6010,6002,2025-09-23,11548.02
705728,FL6727,6017,6014,2025-05-06,26042.13
705729,FL6728,6026,6010,2025-01-14,36925.97
705730,FL6729,6026,6006,2025-10-26,65158.51
705731,FL6730,6024,6021,2025-11-28,24104.68
705732,FL6731,6015,6027,2025-10-06,31337.18
705733,FL6732,6011,6024,2025-11-03,35175.88
705734,FL6733,6005,6018,2025-05-15,11099.32
705735,FL6734,6013,6010,2025-04-09,22134.97
705736,FL6735,6011,6018,2025-08-15,7624.0
705737,FL6736,6029,6013,2025-03-28,12974.53
705738,FL6737,6019,6019,2025-11-20,42477.41
705739,FL6738,6004,6018,2025-09-25,5755.88
705740,FL6739,6020,6006,2025-04-07,6038.11
705741,FL6740,6021,6010,2025-12-03,30738.96
705742,FL6741,6014,6008,2025-03-02,57908.3
705743,FL6742,6004,6015,2025-01-10,22394.45
705744,FL6743,6023,6015,2025-10-22,9475.2
705745,FL6744,6022,6024,2025-02-06,32944.27
705746,FL6745,6028,6008,2025-11-26,20025.54
705747,FL6746,6019,6011,2025-02-28,60114.43
705748,FL6747,6027,6001,2025-01-13,27686.65
705749,FL6748,6004,6028,2025-09-10,7657.66
705750,FL6749,6012,6025,2025-10-20,39746.04
705751,FL6750,6005,6008,2025-09-16,44372.54
705752,FL6751,6014,6006,2025-05-26,40230.66
705753,FL6752,6012,6005,2025-11-12,9960.25
705754,FL6753,6008,6022,2025-12-13,25641.32
705755,FL6754,6022,6026,2025-10-10,72502.69
705756,FL6755,6029,6028,2025-07-07,14281.33
705757,FL6756,6011,6020,2025-02-13,62143.98
705758,FL6757,6008,6022,2025-06-08,17120.57
705759,FL6758,6029,6003,2025-08-15,15982.09
705760,FL6759,6026,6009,2025-03-08,71615.78
705761,FL6760,6021,6001,2025-05-21,41924.13
705762,FL6761,6024,6011,2025-04-16,57810.62
705763,FL6762,6030,6005,2025-03-06,71903.46
705764,FL6763,6024,6001,2025-10-26,47772.21
705765,FL6764,6029,6030,2025-02-07,48169.71
705766,FL6765,6024,6017,2025-05-12,6881.17
705767,FL6766,6018,6017,2025-10-09,32069.82
705768,FL6767,6010,6030,2025-05-11,49813.8
705769,FL6768,6020,6014,2025-04-26,38721.31
705770,FL6769,6009,6026,2025-03-05,12972.08
705771,FL6770,6023,6027,2025-06-30,60937.44
705772,FL6771,6020,6030,2025-08-23,67965.17
705773,FL6772,6003,6005,2025-09-07,21207.67
705774,FL6773,6027,6026,2025-12-12,40000.93
705775,FL6774,6008,6010,2025-05-06,15878.74
705776,FL6775,6030,6017,2025-05-29,40461.32
705777,FL6776,6013,6019,2025-04-13,8028.68
705778,FL6777,6009,6014,2025-10-31,25963.67
705779,FL6778,6029,6019,2025-01-21,71718.82
705780,FL6779,6028,6019,2025-08-27,6710.58
705781,FL6780,6001,6003,2025-06-26,45842.33
705782,FL6781,6015,6011,2025-09-19,66477.43
705783,FL6782,6018,6009,2025-05-15,26945.06
705784,FL6783,6030,6008,2025-09-09,29575.73
705785,FL6784,6027,6007,2025-05-02,24426.96
705786,FL6785,6012,6005,2025-02-01,10537.82
705787,FL6786,6013,6025,2025-10-30,53604.01
705788,FL6787,6024,6017,2025-06-01,4834.05
705789,FL6788,6014,6005,2025-07-23,48936.14
705790,FL6789,6026,6006,2025-12-29,3273.1
705791,FL6790,6020,6010,2025-11-28,27149.75
705792,FL6791,6025,6004,2025-04-24,49190.25
705793,FL6792,6012,6023,2025-07-27,12425.62
705794,FL6793,6012,6022,2025-02-21,37857.23
705795,FL6794,6006,6022,2025-08-25,25461.77
705796,FL6795,6017,6002,2025-12-13,9881.57
705797,FL6796,6007,6020,2025-03-04,13169.64
705798,FL6797,6023,6021,2025-08-30,69438.95
705799,FL6798,6015,6013,2025-04-23,36108.36
705800,FL6799,6013,6025,2025-09-03,29840.84
705801,FL6800,6001,6011,2025-08-04,51985.52
